NIPP PEKERJA,POSISI PEKERJA,PERUSAHAAN,NAMA KPI,FORMULA KPI,SATUAN,POLARITAS,BOBOT,TARGET TW TERKAIT,REALISASI TW TERKAIT
108799.0,Department Head Strategi dan Tata Kelola TI,PT Pelabuhan Indonesia (Persero),Standardisasi dan Digitalisasi Layanan Petikemas & Non Petikemas,"(Realisasi Program / Rencana Program)  x 100%   _x000D_
_x000D_
Output :_x000D_
- Standarisasi Operasi Pelayanan Petikemas dan Terminal Non Petikemas_x000D_
- Digitalisasi dan Sistemisasi Operasi Pelayanan Petikemas dan Terminal Non Petikemas",%,Positif,15,70,100.0
108799.0,Department Head Strategi dan Tata Kelola TI,PT Pelabuhan Indonesia (Persero),Standardisasi dan Digitalisasi Layanan Petikemas & Non Petikemas,"(Realisasi Program / Rencana Program)  x 100%   _x000D_
_x000D_
Output :_x000D_
- Standarisasi Operasi Pelayanan Petikemas dan Terminal Non Petikemas_x000D_
- Digitalisasi dan Sistemisasi Operasi Pelayanan Petikemas dan Terminal Non Petikemas",%,Positif,15,70,100.0
108799.0,Department Head Strategi dan Tata Kelola TI,PT Pelabuhan Indonesia (Persero),Standardisasi dan Digitalisasi Layanan Marine,"(Realisasi Program)/(Rencana Program) x 100%_x000D_
_x000D_
Output:_x000D_
Implementasi Digitalisasi dan Sistemisasi Proses Pelayanan Kapal_x000D_
_x000D_
(30 cabang berdasarkan arahan Stranas PK)",%,Positif,30,50,330.0
108799.0,Department Head Strategi dan Tata Kelola TI,PT Pelabuhan Indonesia (Persero),Standardisasi dan Digitalisasi Layanan Marine,"(Realisasi Program)/(Rencana Program) x 100%_x000D_
_x000D_
Output:_x000D_
Implementasi Digitalisasi dan Sistemisasi Proses Pelayanan Kapal_x000D_
_x000D_
(30 cabang berdasarkan arahan Stranas PK)",%,Positif,30,50,330.0
108799.0,Department Head Strategi dan Tata Kelola TI,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
( Penanganan Risiko)",Realisasi Penanganan Risiko,%,Positif,10,70,77.0
108799.0,Department Head Strategi dan Tata Kelola TI,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
( Penanganan Risiko)",Realisasi Penanganan Risiko,%,Positif,10,70,77.0
108799.0,Department Head Strategi dan Tata Kelola TI,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
(Mitigasi Penyuapan)",Pemenuhan Monitoring Mitigasi Penyuapan,%,Positif,10,70,100.0
108799.0,Department Head Strategi dan Tata Kelola TI,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
(Mitigasi Penyuapan)",Pemenuhan Monitoring Mitigasi Penyuapan,%,Positif,10,70,100.0
111015.0,Team Lead Procure-to-Order,PT Pelabuhan Indonesia (Persero),Pemenuhan terhadap SLA Penerbitan PO/OA/RO,"Ketepatan waktu pemenuhan SLA Penerbitan PO/OA/RO 3HK sejak dokumen dinyatakan lengkap

Formula : 
AVG (Jml target hari/ Realisasi hari) x 100%",%,Positif,25,90,228.3
111015.0,Team Lead Procure-to-Order,PT Pelabuhan Indonesia (Persero),Pemenuhan terhadap SLA Penerbitan PO/OA/RO,"Ketepatan waktu pemenuhan SLA Penerbitan PO/OA/RO 3HK sejak dokumen dinyatakan lengkap

Formula : 
AVG (Jml target hari/ Realisasi hari) x 100%",%,Positif,25,90,228.3
111015.0,Team Lead Procure-to-Order,PT Pelabuhan Indonesia (Persero),Pemenuhan terhadap SLA verifikasi/penerbitan PO PaDi,"Ketepatan waktu pemenuhan SLA Verifikasi /Penerbitan PO PaDi 3HK sejak dokumen dinyatakan lengkap

Formula : 
AVG (Jml target hari/ Realisasi hari) x 100%",%,Positif,20,90,221.38
111015.0,Team Lead Procure-to-Order,PT Pelabuhan Indonesia (Persero),Pemenuhan terhadap SLA verifikasi/penerbitan PO PaDi,"Ketepatan waktu pemenuhan SLA Verifikasi /Penerbitan PO PaDi 3HK sejak dokumen dinyatakan lengkap

Formula : 
AVG (Jml target hari/ Realisasi hari) x 100%",%,Positif,20,90,221.38
111015.0,Team Lead Procure-to-Order,PT Pelabuhan Indonesia (Persero),Laporan Penerbitan PO per entitatas Pengguna Layanan,"Laporan penerbitan PO dibuat per tgl 5 tiap TW
Formula: 
(Tgl target laporan  bulanan berjalan/ Tgl realisasi bulan berjalan ) x 100%",%,Positif,5,100,500.0
111015.0,Team Lead Procure-to-Order,PT Pelabuhan Indonesia (Persero),Laporan Penerbitan PO per entitatas Pengguna Layanan,"Laporan penerbitan PO dibuat per tgl 5 tiap TW
Formula: 
(Tgl target laporan  bulanan berjalan/ Tgl realisasi bulan berjalan ) x 100%",%,Positif,5,100,500.0
111015.0,Team Lead Procure-to-Order,PT Pelabuhan Indonesia (Persero),Laporan Layanan SSC Pengadaan ke Pengguna Layanan,"Penyampaian layanan ke Pengguna Layanan per tgl 10 tiap TW
Formula: 
(Tgl target laporan bulanan berjalan/ Tgl realisasi bulan berjalan ) x 100%",%,Positif,5,100,111.0
111015.0,Team Lead Procure-to-Order,PT Pelabuhan Indonesia (Persero),Laporan Layanan SSC Pengadaan ke Pengguna Layanan,"Penyampaian layanan ke Pengguna Layanan per tgl 10 tiap TW
Formula: 
(Tgl target laporan bulanan berjalan/ Tgl realisasi bulan berjalan ) x 100%",%,Positif,5,100,111.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Availability Fasilitas Pelabuhan,(Total Fasilitas Sipil yang Tersedia dan Dapat Digunakan/Total Fasilitas Sipil yang ada) x 100%,%,Positif,10,80,97.23
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Availability Fasilitas Pelabuhan,(Total Fasilitas Sipil yang Tersedia dan Dapat Digunakan/Total Fasilitas Sipil yang ada) x 100%,%,Positif,10,80,97.23
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Availability Fasilitas Pelabuhan,(Total Fasilitas Sipil yang Tersedia dan Dapat Digunakan/Total Fasilitas Sipil yang ada) x 100%,%,Positif,10,80,97.23
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Availability Fasilitas Pelabuhan,(Total Fasilitas Sipil yang Tersedia dan Dapat Digunakan/Total Fasilitas Sipil yang ada) x 100%,%,Positif,10,80,97.23
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Monitoring Pelaksanaan Pengerukan Alur dan Kolam,Laporan Progres Pelaksanaan Pengerukan Alur dan Kolam per Triwulan,%,Positif,10,100,100.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Monitoring Pelaksanaan Pengerukan Alur dan Kolam,Laporan Progres Pelaksanaan Pengerukan Alur dan Kolam per Triwulan,%,Positif,10,100,100.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Monitoring Pelaksanaan Pengerukan Alur dan Kolam,Laporan Progres Pelaksanaan Pengerukan Alur dan Kolam per Triwulan,%,Positif,10,100,100.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Monitoring Pelaksanaan Pengerukan Alur dan Kolam,Laporan Progres Pelaksanaan Pengerukan Alur dan Kolam per Triwulan,%,Positif,10,100,100.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Pekerjaan Basic Desain Pembangunan NPEA,Progres Penyusunan Dokumen Desain Pekerjaan Basic Desain Pembangunan NPEA mencapai 100% di akhir Tahun 2024,%,Positif,15,70,100.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Pekerjaan Basic Desain Pembangunan NPEA,Progres Penyusunan Dokumen Desain Pekerjaan Basic Desain Pembangunan NPEA mencapai 100% di akhir Tahun 2024,%,Positif,15,70,100.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Pekerjaan Basic Desain Pembangunan NPEA,Progres Penyusunan Dokumen Desain Pekerjaan Basic Desain Pembangunan NPEA mencapai 100% di akhir Tahun 2024,%,Positif,15,70,100.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Pekerjaan Basic Desain Pembangunan NPEA,Progres Penyusunan Dokumen Desain Pekerjaan Basic Desain Pembangunan NPEA mencapai 100% di akhir Tahun 2024,%,Positif,15,70,100.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Pekerjaan Basic Desain Convention Hall Pelindo Tower,Progres Penyusunan Dokumen Desain Pekerjaan Basic Desain Convention Hall Pelindo Tower mencapai 100% di akhir Tahun 2024,%,Positif,15,70,80.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Pekerjaan Basic Desain Convention Hall Pelindo Tower,Progres Penyusunan Dokumen Desain Pekerjaan Basic Desain Convention Hall Pelindo Tower mencapai 100% di akhir Tahun 2024,%,Positif,15,70,80.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Pekerjaan Basic Desain Convention Hall Pelindo Tower,Progres Penyusunan Dokumen Desain Pekerjaan Basic Desain Convention Hall Pelindo Tower mencapai 100% di akhir Tahun 2024,%,Positif,15,70,80.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Pekerjaan Basic Desain Convention Hall Pelindo Tower,Progres Penyusunan Dokumen Desain Pekerjaan Basic Desain Convention Hall Pelindo Tower mencapai 100% di akhir Tahun 2024,%,Positif,15,70,80.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Assessment dan DED Perbaikan Dermaga Timur Eksisting 340 m Pelabuhan Benoa,Progres Penyusunan Dokumen Desain Pekerjaan Assessment dan DED Perbaikan Dermaga Timur Eksisting 340 m Pelabuhan Benoa mencapai 100% di akhir Tahun 2024,%,Positif,15,100,95.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Assessment dan DED Perbaikan Dermaga Timur Eksisting 340 m Pelabuhan Benoa,Progres Penyusunan Dokumen Desain Pekerjaan Assessment dan DED Perbaikan Dermaga Timur Eksisting 340 m Pelabuhan Benoa mencapai 100% di akhir Tahun 2024,%,Positif,15,100,95.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Assessment dan DED Perbaikan Dermaga Timur Eksisting 340 m Pelabuhan Benoa,Progres Penyusunan Dokumen Desain Pekerjaan Assessment dan DED Perbaikan Dermaga Timur Eksisting 340 m Pelabuhan Benoa mencapai 100% di akhir Tahun 2024,%,Positif,15,100,95.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Assessment dan DED Perbaikan Dermaga Timur Eksisting 340 m Pelabuhan Benoa,Progres Penyusunan Dokumen Desain Pekerjaan Assessment dan DED Perbaikan Dermaga Timur Eksisting 340 m Pelabuhan Benoa mencapai 100% di akhir Tahun 2024,%,Positif,15,100,95.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Assesment Teknis Sistem Conveyor Dumai ,Progres Penyusunan Dokumen Desain Pekerjaan Assesment Teknis Sistem Conveyor Dumai  mencapai 100% di akhir Tahun 2024,%,Positif,10,70,80.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Assesment Teknis Sistem Conveyor Dumai ,Progres Penyusunan Dokumen Desain Pekerjaan Assesment Teknis Sistem Conveyor Dumai  mencapai 100% di akhir Tahun 2024,%,Positif,10,70,80.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Assesment Teknis Sistem Conveyor Dumai ,Progres Penyusunan Dokumen Desain Pekerjaan Assesment Teknis Sistem Conveyor Dumai  mencapai 100% di akhir Tahun 2024,%,Positif,10,70,80.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),Realisasi Program Penyusunan Dokumen Desain Assesment Teknis Sistem Conveyor Dumai ,Progres Penyusunan Dokumen Desain Pekerjaan Assesment Teknis Sistem Conveyor Dumai  mencapai 100% di akhir Tahun 2024,%,Positif,10,70,80.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
( Penanganan Risiko)",Realisasi Penanganan Risiko,%,Positif,5,70,75.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
( Penanganan Risiko)",Realisasi Penanganan Risiko,%,Positif,5,70,75.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
( Penanganan Risiko)",Realisasi Penanganan Risiko,%,Positif,5,70,75.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
( Penanganan Risiko)",Realisasi Penanganan Risiko,%,Positif,5,70,75.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
(Mitigasi Penyuapan)",Pemenuhan Monitoring Mitigasi Penyuapan,%,Positif,5,70,75.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
(Mitigasi Penyuapan)",Pemenuhan Monitoring Mitigasi Penyuapan,%,Positif,5,70,75.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
(Mitigasi Penyuapan)",Pemenuhan Monitoring Mitigasi Penyuapan,%,Positif,5,70,75.0
108067.0,Department Head Perencanaan Fasilitas Pelabuhan,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
(Mitigasi Penyuapan)",Pemenuhan Monitoring Mitigasi Penyuapan,%,Positif,5,70,75.0
109316.0,Officer II Transaksional,PT Pelabuhan Indonesia (Persero),Ketepatan pembayaran tagihan Regional 3,Lama waktu submit ke fiori terhitung dari dokumen masuk ke tcode ZFI053.,Day,Negatif,30,3,2.0
109316.0,Officer II Transaksional,PT Pelabuhan Indonesia (Persero),Ketepatan pembayaran tagihan Regional 3,Lama waktu submit ke fiori terhitung dari dokumen masuk ke tcode ZFI053.,Day,Negatif,30,3,2.0
109316.0,Officer II Transaksional,PT Pelabuhan Indonesia (Persero), Rekonsiliasi Bank BRI IDR-303,"Kesesuaian nilai neraca dengan nilai rekening koran. 
Selisih Rp500 sd Rp1juta: 98, di atas Rp1juta sd Rp100juta: 95, di atas Rp100juta sd Rp1 Miliar: 90, di atas Rp1 Miliar: 85",%,Positif,20,100,105.0
109316.0,Officer II Transaksional,PT Pelabuhan Indonesia (Persero), Rekonsiliasi Bank BRI IDR-303,"Kesesuaian nilai neraca dengan nilai rekening koran. 
Selisih Rp500 sd Rp1juta: 98, di atas Rp1juta sd Rp100juta: 95, di atas Rp100juta sd Rp1 Miliar: 90, di atas Rp1 Miliar: 85",%,Positif,20,100,105.0
109316.0,Officer II Transaksional,PT Pelabuhan Indonesia (Persero), Rekonsiliasi Bank BRI USD-302,"Kesesuaian nilai neraca dengan nilai rekening koran. 
Selisih Rp500 sd Rp1juta: 98, di atas Rp1juta sd Rp100juta: 95, di atas Rp100juta sd Rp1 Miliar: 90, di atas Rp1 Miliar: 85",%,Positif,15,100,105.0
109316.0,Officer II Transaksional,PT Pelabuhan Indonesia (Persero), Rekonsiliasi Bank BRI USD-302,"Kesesuaian nilai neraca dengan nilai rekening koran. 
Selisih Rp500 sd Rp1juta: 98, di atas Rp1juta sd Rp100juta: 95, di atas Rp100juta sd Rp1 Miliar: 90, di atas Rp1 Miliar: 85",%,Positif,15,100,105.0
109316.0,Officer II Transaksional,PT Pelabuhan Indonesia (Persero), Rekonsiliasi Bank BRI Autogate-pass,"Kesesuaian nilai neraca dengan nilai rekening koran. 
Selisih Rp500 sd Rp1juta: 98, di atas Rp1juta sd Rp100juta: 95, di atas Rp100juta sd Rp1 Miliar: 90, di atas Rp1 Miliar: 85",%,Positif,15,100,105.0
109316.0,Officer II Transaksional,PT Pelabuhan Indonesia (Persero), Rekonsiliasi Bank BRI Autogate-pass,"Kesesuaian nilai neraca dengan nilai rekening koran. 
Selisih Rp500 sd Rp1juta: 98, di atas Rp1juta sd Rp100juta: 95, di atas Rp100juta sd Rp1 Miliar: 90, di atas Rp1 Miliar: 85",%,Positif,15,100,105.0
109316.0,Officer II Transaksional,PT Pelabuhan Indonesia (Persero),Pembayaran kembali dana retur,Rerata waktu dana retur kembali ditransfer terhitung dari tanggal retur.,Day,Negatif,10,14,5.0
109316.0,Officer II Transaksional,PT Pelabuhan Indonesia (Persero),Pembayaran kembali dana retur,Rerata waktu dana retur kembali ditransfer terhitung dari tanggal retur.,Day,Negatif,10,14,5.0
107533.0,Senior Expert I Audit,PT Pelabuhan Indonesia (Persero),Melakukan Kegiatan Audit rutin sesuai PKPT,"Jumlah Pelaksanaan Audit selama tahun berjalan dengan Nilai: 
Audit Khusus / Audit Konsultansi: 2 
Audit Rutin: 1",%,Positif,20,2,3.0
107533.0,Senior Expert I Audit,PT Pelabuhan Indonesia (Persero),Melakukan Kegiatan Audit rutin sesuai PKPT,"Jumlah Pelaksanaan Audit selama tahun berjalan dengan Nilai: 
Audit Khusus / Audit Konsultansi: 2 
Audit Rutin: 1",%,Positif,20,2,3.0
107533.0,Senior Expert I Audit,PT Pelabuhan Indonesia (Persero),Pendampingan Monitoring tindakLanjut Internal Eksternal. ,Pembahasan pendampingan monitoring tindaklanjut internal atau eksternal minimal sebanyak 4 kali pembahasan dalam setahun,%,Positif,10,2,3.0
107533.0,Senior Expert I Audit,PT Pelabuhan Indonesia (Persero),Pendampingan Monitoring tindakLanjut Internal Eksternal. ,Pembahasan pendampingan monitoring tindaklanjut internal atau eksternal minimal sebanyak 4 kali pembahasan dalam setahun,%,Positif,10,2,3.0
108562.0,Department Head Hubungan Industrial dan Pekerja,PT Pelabuhan Indonesia (Persero),EBITDA,"Operating Income + Depreciation Expenses + Amortization Expenses + Gain (Loss) on Forex + Income from Associated Entities and Joint_x000D_
Venture",Currency,Positif,5,7545,8203.0
108562.0,Department Head Hubungan Industrial dan Pekerja,PT Pelabuhan Indonesia (Persero),EBITDA,"Operating Income + Depreciation Expenses + Amortization Expenses + Gain (Loss) on Forex + Income from Associated Entities and Joint_x000D_
Venture",Currency,Positif,5,7545,8203.0
108562.0,Department Head Hubungan Industrial dan Pekerja,PT Pelabuhan Indonesia (Persero),EBITDA,"Operating Income + Depreciation Expenses + Amortization Expenses + Gain (Loss) on Forex + Income from Associated Entities and Joint_x000D_
Venture",Currency,Positif,5,7545,8203.0
108562.0,Department Head Hubungan Industrial dan Pekerja,PT Pelabuhan Indonesia (Persero),EBITDA,"Operating Income + Depreciation Expenses + Amortization Expenses + Gain (Loss) on Forex + Income from Associated Entities and Joint_x000D_
Venture",Currency,Positif,5,7545,8203.0
108562.0,Department Head Hubungan Industrial dan Pekerja,PT Pelabuhan Indonesia (Persero),BOPO,"(Beban Operasi / Pendapatan_x000D_
Operasi pada level induk perusahaan (Kantor pusat + Regional))",%,Negatif,5,92.39,91.8
108562.0,Department Head Hubungan Industrial dan Pekerja,PT Pelabuhan Indonesia (Persero),BOPO,"(Beban Operasi / Pendapatan_x000D_
Operasi pada level induk perusahaan (Kantor pusat + Regional))",%,Negatif,5,92.39,91.8
108562.0,Department Head Hubungan Industrial dan Pekerja,PT Pelabuhan Indonesia (Persero),BOPO,"(Beban Operasi / Pendapatan_x000D_
Operasi pada level induk perusahaan (Kantor pusat + Regional))",%,Negatif,5,92.39,91.8
108562.0,Department Head Hubungan Industrial dan Pekerja,PT Pelabuhan Indonesia (Persero),BOPO,"(Beban Operasi / Pendapatan_x000D_
Operasi pada level induk perusahaan (Kantor pusat + Regional))",%,Negatif,5,92.39,91.8
